,Id,recursion
451,930,
452,931,
453,932,
454,933,
455,934,1295.0
456,935,
457,937,
458,938,
459,939,
460,945,
461,948,
462,949,
463,951,0.0
464,954,
465,956,
466,958,
467,959,
468,962,
469,963,1044.0
470,965,
471,966,
472,968,
473,970,
474,971,
475,972,12347.0
476,973,4947.0
477,975,
478,976,
479,977,
480,978,
481,979,33151778816.0
482,980,
483,981,
484,982,
485,983,
486,984,
487,987,
488,989,8839772.0
489,990,
490,992,
491,995,
492,996,
493,997,
494,999,1.579384459246887e+17
495,1003,71.0
496,1007,17695490.0
497,1008,
498,1012,
499,1015,
500,1016,
501,1022,
502,1023,
503,1025,
504,1028,
505,1032,
506,1036,
507,1037,
508,1038,
509,1042,
510,1043,
511,1050,
512,1052,
513,1053,
514,1054,
515,1055,
516,1056,
517,1058,
518,1061,
519,1062,
520,1064,
521,1065,
522,1066,330.0
523,1068,
524,1069,
525,1070,
526,1071,
527,1072,
528,1073,
529,1074,
530,1075,
531,1076,
532,1077,16575.0
533,1078,
534,1079,
535,1080,
536,1082,
537,1083,
538,1086,
539,1091,
540,1098,25252524.0
541,1100,
542,1101,
543,1102,
544,1103,
545,1105,
546,1107,
547,1109,
548,1110,
549,1113,
550,1114,
551,1115,
552,1116,
553,1117,
554,1120,
555,1124,
556,1125,
557,1126,
558,1127,870.0
559,1128,135.0
560,1129,
561,1131,
562,1136,
563,1138,
564,1139,
565,1141,
566,1144,
567,1146,
568,1147,16577057438761.0
569,1149,
570,1150,
571,1151,
572,1152,
573,1154,7142170381885440.0
574,1155,
575,1157,3.267493069823607e+29
576,1159,
577,1160,
578,1162,
579,1163,
580,1164,2302.0
581,1166,
582,1168,
583,1169,
584,1171,
585,1172,
586,1173,
587,1176,
588,1179,
589,1181,
590,1182,468.0
591,1183,
592,1185,
593,1186,
594,1187,
595,1189,
596,1192,
597,1195,
598,1197,
599,1199,
600,1203,
601,1207,
602,1208,
603,1210,
604,1211,
605,1212,
606,1214,41.0
607,1215,
608,1217,
609,1218,
610,1219,
611,1220,
612,1222,
613,1223,
614,1224,
615,1226,
616,1229,
617,1231,
618,1232,
619,1234,
620,1235,
621,1236,
622,1238,
623,1241,
624,1244,
625,1250,-35305784.0
626,1251,
627,1252,
628,1253,150.0
629,1257,
630,1258,
631,1259,
632,1260,
633,1262,
634,1263,
635,1265,
636,1270,
637,1272,
638,1274,
639,1275,
640,1276,
641,1278,
642,1279,
643,1280,
644,1282,
645,1283,
646,1288,
647,1289,
648,1290,
649,1291,1.0
650,1292,
651,1294,
652,1295,
653,1300,
654,1301,
655,1302,13194139533312.0
656,1303,
657,1307,
658,1309,
659,1310,
660,1315,
661,1316,
662,1317,
663,1319,
664,1320,
665,1321,
666,1322,
667,1323,
668,1325,
669,1327,7047391065247897.0
670,1328,
671,1329,
672,1331,
673,1332,
674,1333,
675,1334,
676,1335,
677,1337,
678,1339,
679,1340,786079.0
680,1343,31458967985308.0
681,1349,
682,1352,
683,1354,
684,1355,
685,1359,
686,1360,
687,1361,
688,1362,
689,1364,6373813684224.0
690,1365,10579.0
691,1366,
692,1367,
693,1368,
694,1369,
695,1370,
696,1372,
697,1373,
698,1374,
699,1375,
700,1377,
701,1380,
702,1381,
703,1383,159014.0
704,1385,
705,1388,
706,1390,
707,1394,
708,1395,
709,1397,
710,1398,
711,1401,
712,1402,
713,1405,
714,1410,
715,1411,
716,1414,
717,1419,
718,1420,
719,1423,
720,1424,
721,1428,
722,1429,
723,1430,
724,1432,
725,1434,
726,1436,
727,1439,
728,1441,3211313131313.0
729,1443,
730,1445,
731,1446,
732,1450,102288056.0
733,1452,
734,1453,
735,1455,
736,1458,
737,1462,
738,1464,26388279066624.0
739,1465,
740,1466,
741,1468,
742,1470,
743,1471,6.655833320221311e+18
744,1472,
745,1473,
746,1474,
747,1475,
748,1480,
749,1481,
750,1482,5.0
751,1483,
752,1484,
753,1485,
754,1488,
755,1492,
756,1493,329.0
757,1494,7.0
758,1495,
759,1496,
760,1500,
761,1501,
762,1504,
763,1505,
764,1506,
765,1507,
766,1508,
767,1512,
768,1514,
769,1516,-516560652.0
770,1517,
771,1518,
772,1519,
773,1520,
774,1521,
775,1522,
776,1525,
777,1530,
778,1533,
779,1534,
780,1535,
781,1536,
782,1538,1895.0
783,1542,
784,1545,
785,1548,
786,1549,
787,1552,
788,1553,
789,1554,
790,1556,
791,1557,37.0
792,1558,
793,1560,
794,1562,4.3902423460880876e+18
795,1568,
796,1569,
797,1570,
798,1571,
799,1573,
800,1575,
801,1578,
802,1579,
803,1580,
804,1582,
805,1583,
806,1585,
807,1588,
808,1589,
809,1591,
810,1592,
811,1593,
812,1595,
813,1597,39088230.0
814,1600,
815,1601,
816,1602,
817,1603,
818,1604,
819,1605,
820,1606,
821,1607,
822,1608,13529.0
823,1609,
824,1611,
825,1612,
826,1613,
827,1617,
828,1620,
829,1623,
830,1625,
831,1626,
832,1629,
833,1630,
834,1634,
835,1635,
836,1636,
837,1639,
838,1640,
839,1641,65.0
840,1642,
841,1644,2.3335214333671834e+18
842,1649,
843,1651,
844,1656,
845,1658,0.0
846,1659,
847,1660,
848,1664,
849,1665,
850,1666,
851,1667,
852,1669,
853,1671,
854,1673,
855,1676,
856,1679,
857,1682,
858,1683,87960930222080.0
859,1689,
860,1690,
861,1691,
862,1693,
863,1694,
864,1695,
865,1703,
866,1704,
867,1706,
868,1711,
869,1712,
870,1715,
871,1718,
872,1719,
873,1724,
874,1725,
875,1726,
876,1728,
877,1732,
878,1733,
879,1735,
880,1736,
881,1738,
882,1739,
883,1745,791648371998720.0
884,1746,
885,1748,2.0
886,1750,
887,1752,
888,1754,
889,1760,131.0
890,1763,
891,1764,
892,1766,
893,1767,
894,1768,
895,1771,
896,1772,
897,1773,
898,1774,
899,1775,
900,1778,
901,1780,
902,1782,
903,1785,
904,1786,
905,1788,
906,1789,
907,1793,
908,1794,
909,1797,
910,1801,
911,1802,
912,1803,
913,1807,
914,1809,
915,1811,
916,1813,
917,1814,
918,1816,
919,1817,8589934592.0
920,1819,16802.0
921,1823,
922,1825,
923,1826,
924,1830,
925,1831,
926,1834,
927,1836,
928,1837,
929,1838,
930,1840,230888624967003.0
931,1843,
932,1845,
933,1846,
934,1847,
935,1848,
936,1851,
937,1852,
938,1853,556310017903646.0
939,1857,
940,1860,7.0
941,1863,
942,1864,
943,1865,
944,1869,
945,1870,131181407.0
946,1871,1.3933965912409878e+22
947,1872,
948,1878,
949,1879,
950,1881,37700443911.0
951,1885,
952,1889,
953,1890,
954,1892,
955,1893,
956,1894,
957,1896,184.0
958,1898,
959,1899,258740.0
960,1900,
961,1902,
962,1907,
963,1908,
964,1910,
965,1911,
966,1912,
967,1914,
968,1915,
969,1916,
970,1917,
971,1919,
972,1922,
973,1924,
974,1926,5.0031545098999704e+16
975,1927,
976,1929,
977,1930,74.0
978,1931,
979,1932,
980,1935,
981,1936,
982,1937,
983,1938,
984,1939,
985,1940,
986,1941,
987,1943,
988,1944,
989,1946,1.5549832333971928e+16
990,1948,
991,1949,
992,1950,
993,1952,
994,1954,
995,1957,
996,1960,
997,1961,
998,1962,
999,1964,
1000,1966,
1001,1967,
1002,1968,
1003,1969,
1004,1970,
1005,1972,
1006,1973,
1007,1976,
1008,1977,
1009,1978,
1010,1980,
1011,1981,
1012,1983,
1013,1988,
1014,1989,
1015,1991,
1016,1993,
1017,1994,
1018,1997,10890.0
1019,1999,
1020,2000,
1021,2006,6833172721221.0
1022,2008,
1023,2011,
1024,2012,
1025,2013,
1026,2014,
1027,2017,
1028,2020,
1029,2021,
1030,2022,
1031,2023,
1032,2024,
1033,2025,
1034,2028,
1035,2030,
1036,2032,
1037,2035,
1038,2036,
1039,2037,
1040,2040,
1041,2043,
1042,2044,
1043,2046,198004778.0
1044,2047,
1045,2048,
1046,2055,
1047,2057,
1048,2059,
1049,2060,
1050,2063,1.484662216990887e+17
1051,2065,489461970523681.0
1052,2066,
1053,2067,
1054,2070,304700733021.0
1055,2072,
1056,2074,
1057,2076,
1058,2077,1805625000.0
1059,2078,
1060,2080,
1061,2081,
1062,2083,
1063,2086,
1064,2089,
1065,2093,
1066,2095,
1067,2096,9670.0
1068,2097,
1069,2102,
1070,2103,
1071,2105,10873440.0
1072,2108,
1073,2111,
1074,2113,
1075,2116,
1076,2117,
1077,2121,
1078,2123,
1079,2124,
1080,2127,
1081,2131,
1082,2132,
1083,2133,
1084,2136,
1085,2137,
1086,2138,
1087,2139,
1088,2143,
1089,2144,
1090,2146,
1091,2148,
1092,2149,
1093,2150,
1094,2153,
1095,2155,
1096,2157,
1097,2160,
1098,2161,
1099,2162,238418579101562.0
1100,2163,
1101,2164,
1102,2165,
1103,2168,
1104,2169,
1105,2171,
1106,2174,
1107,2176,
1108,2177,
1109,2178,
1110,2179,
1111,2180,
1112,2182,
1113,2184,1.0428489637296197e+17
1114,2191,
1115,2192,
1116,2198,
1117,2199,
1118,2201,
1119,2203,
1120,2204,
1121,2207,
1122,2208,
1123,2211,
1124,2214,
1125,2215,
1126,2217,
1127,2220,
1128,2221,
1129,2224,
1130,2225,
1131,2227,3022.0
1132,2228,
1133,2229,
1134,2230,
1135,2231,
1136,2233,
1137,2234,
1138,2235,
1139,2237,
1140,2239,
1141,2241,
1142,2242,
1143,2244,1.4404417528804046e+17
1144,2246,
1145,2250,1.111111111111111e+19
1146,2251,
1147,2252,7944815.0
1148,2255,
1149,2256,
1150,2257,
1151,2259,
1152,2260,
1153,2265,
1154,2266,7.555786372591433e+21
1155,2268,
1156,2269,
1157,2270,
1158,2271,
1159,2272,
1160,2276,
1161,2277,
1162,2278,
1163,2280,
1164,2283,
1165,2290,
1166,2292,
1167,2293,
1168,2295,
1169,2296,
1170,2298,
1171,2300,
1172,2303,
1173,2305,
1174,2306,
1175,2309,
1176,2310,4.592113826910853e+17
1177,2311,
1178,2312,
1179,2313,
1180,2316,
1181,2318,
1182,2319,
1183,2321,
1184,2323,
1185,2324,
1186,2325,
1187,2328,
1188,2329,
1189,2331,
1190,2332,
1191,2333,
1192,2334,
1193,2336,
1194,2337,
1195,2340,
1196,2341,
1197,2345,
1198,2348,
1199,2349,
1200,2354,
1201,2356,602636462317425.0
1202,2357,
1203,2358,
1204,2360,
1205,2361,
1206,2362,
1207,2366,
1208,2368,
1209,2369,268.0
1210,2370,
1211,2375,
1212,2378,
1213,2379,
1214,2380,
1215,2385,
1216,2387,
1217,2388,
1218,2392,
1219,2395,
1220,2396,
1221,2397,
1222,2398,
1223,2399,
1224,2403,
1225,2406,
1226,2407,
1227,2408,2147483649.0
1228,2411,
1229,2412,
1230,2413,
1231,2414,
1232,2418,
1233,2419,
1234,2420,3817748706.0
1235,2421,
1236,2423,
1237,2424,
1238,2425,
1239,2435,
1240,2437,
1241,2438,
1242,2440,5366146563874492.0
1243,2441,
1244,2442,
1245,2443,
1246,2444,7851.0
1247,2446,
1248,2447,
1249,2449,
1250,2450,
1251,2451,
1252,2452,
1253,2455,
1254,2457,
1255,2459,
1256,2460,
1257,2461,
1258,2463,
1259,2464,
1260,2467,
1261,2474,
1262,2479,22533126.0
1263,2485,
1264,2488,
1265,2490,
1266,2494,
1267,2495,
1268,2497,
1269,2498,
1270,2504,
1271,2505,
1272,2506,
1273,2507,
1274,2510,
1275,2514,
1276,2517,
1277,2518,
1278,2520,524288.0
1279,2521,
1280,2525,
1281,2527,
1282,2528,
1283,2530,
1284,2533,
1285,2534,
1286,2535,
1287,2536,
1288,2540,
1289,2542,
1290,2547,
1291,2551,
1292,2552,
1293,2553,
1294,2555,
1295,2556,
1296,2557,
1297,2562,1207959552.0
1298,2565,
1299,2567,
1300,2569,
1301,2570,
1302,2571,
1303,2576,
1304,2577,
1305,2578,
1306,2579,
1307,2582,
1308,2583,
1309,2584,
1310,2586,
1311,2587,
1312,2588,137.0
1313,2589,
1314,2591,
1315,2594,
1316,2597,
1317,2600,1073709893.0
1318,2601,
1319,2603,
1320,2604,
1321,2606,
1322,2607,
1323,2610,
1324,2614,
1325,2615,
1326,2616,
1327,2618,
1328,2624,
1329,2627,
1330,2629,
1331,2633,
1332,2635,
1333,2637,
1334,2638,1.0
1335,2639,
1336,2640,
1337,2648,
1338,2651,
1339,2655,
1340,2656,199260.0
1341,2659,
1342,2660,
1343,2661,854304581182.0
1344,2662,
1345,2667,
1346,2668,
1347,2669,2.1617264467483034e+17
1348,2674,
1349,2675,
1350,2677,
1351,2682,
1352,2683,
1353,2685,
1354,2688,
1355,2690,
1356,2692,
1357,2693,
1358,2695,
1359,2696,
1360,2701,
1361,2702,
1362,2703,
1363,2705,
1364,2706,
1365,2710,
1366,2712,
1367,2713,
1368,2717,1235216565974041.0
1369,2718,191168323984.0
1370,2719,
1371,2720,
1372,2723,
1373,2726,
1374,2728,
1375,2729,
1376,2733,
1377,2735,
1378,2737,
1379,2739,187137.0
1380,2741,
1381,2744,
1382,2748,
1383,2749,
1384,2752,
1385,2754,
1386,2758,
1387,2761,
1388,2765,195296.0
1389,2767,
1390,2768,
1391,2771,
1392,2772,8749027724250.0
1393,2774,
1394,2775,
1395,2780,
1396,2782,
1397,2783,
1398,2785,
1399,2787,
1400,2788,
1401,2789,
1402,2792,
1403,2797,
1404,2798,
1405,2800,5.0
1406,2807,
1407,2809,
1408,2810,
1409,2813,
1410,2814,
1411,2816,
1412,2820,13.0
1413,2822,108485147273899.0
1414,2823,
1415,2824,
1416,2826,
1417,2830,
1418,2831,
1419,2832,
1420,2833,
1421,2836,
1422,2837,
1423,2841,
1424,2843,
1425,2844,
1426,2845,
1427,2848,
1428,2850,
1429,2851,
1430,2852,
1431,2853,
1432,2855,
1433,2856,
1434,2857,
1435,2858,
1436,2863,
1437,2866,
1438,2867,2060790171.0
1439,2868,
1440,2870,
1441,2871,
1442,2872,
1443,2875,
1444,2876,
1445,2877,
1446,2879,
1447,2886,
1448,2888,
1449,2892,8464.0
1450,2893,
1451,2895,
1452,2896,
1453,2902,
1454,2903,1984771724605615.0
1455,2904,
1456,2906,
1457,2907,0.0
1458,2908,
1459,2909,
1460,2911,
1461,2914,
1462,2918,
1463,2919,
1464,2921,
1465,2923,
1466,2928,
1467,2930,
1468,2931,
1469,2933,
1470,2934,
1471,2936,
1472,2937,
1473,2938,
1474,2939,
1475,2940,0.0
1476,2942,
1477,2944,
1478,2950,
1479,2951,
1480,2952,
1481,2955,
1482,2956,
1483,2959,
1484,2962,
1485,2963,
1486,2964,
1487,2965,
1488,2966,
1489,2967,
1490,2969,
1491,2970,
1492,2972,
1493,2973,
1494,2974,
1495,2980,
1496,2981,
1497,2983,
1498,2986,
1499,2989,
1500,2991,
1501,2992,2929.0
1502,2994,
1503,2995,
1504,2996,
1505,2998,
1506,3000,
1507,3003,
1508,3004,
1509,3005,
1510,3008,
1511,3010,
1512,3011,
1513,3014,
1514,3016,
1515,3018,42.0
1516,3021,
1517,3022,
1518,3023,
1519,3024,
1520,3025,
1521,3027,
1522,3028,35090241492917.0
1523,3029,
1524,3031,
1525,3032,
1526,3033,
1527,3034,
1528,3037,
1529,3040,
1530,3042,
1531,3043,
1532,3047,
1533,3048,
1534,3049,
1535,3053,
1536,3054,
1537,3055,
1538,3057,
1539,3060,
1540,3061,
1541,3062,
1542,3064,
1543,3068,1378.0
1544,3069,253656548.0
1545,3072,
1546,3073,
1547,3074,
1548,3075,
1549,3078,
1550,3079,
1551,3080,
1552,3083,1270932914166.0
1553,3084,
1554,3089,
1555,3090,
1556,3092,
1557,3093,101761.0
1558,3094,
1559,3095,
1560,3100,
1561,3102,
1562,3105,
1563,3106,
1564,3107,
1565,3108,
1566,3112,
1567,3114,
1568,3116,
1569,3123,
1570,3124,
1571,3125,
1572,3126,17.0
1573,3127,
1574,3128,
1575,3129,
1576,3134,
1577,3135,
1578,3137,
1579,3138,
1580,3141,
1581,3142,3221225468.0
1582,3143,
1583,3145,
1584,3146,
1585,3147,
1586,3148,
1587,3151,
1588,3152,
1589,3158,
1590,3160,
1591,3161,
1592,3162,191.0
1593,3164,
1594,3165,
1595,3168,
1596,3170,
1597,3172,
1598,3173,
1599,3175,
1600,3176,
1601,3177,
1602,3178,
1603,3182,9059696641.0
1604,3185,
1605,3186,
1606,3190,
1607,3191,
1608,3192,
1609,3194,
1610,3195,197.0
1611,3196,
1612,3203,13031.0
1613,3204,
1614,3205,
1615,3207,
1616,3210,
1617,3211,
1618,3216,
1619,3217,
1620,3218,
1621,3219,
1622,3221,
1623,3225,
1624,3227,
1625,3230,
1626,3232,
1627,3235,1.6412848369726853e+19
1628,3240,
1629,3243,
1630,3244,
1631,3248,
1632,3253,
1633,3255,49.0
1634,3256,
1635,3259,
1636,3260,
1637,3262,
1638,3263,
1639,3266,
1640,3267,
1641,3268,
1642,3269,
1643,3270,
1644,3271,
1645,3273,
1646,3275,
1647,3277,
1648,3278,
1649,3279,
1650,3281,
1651,3282,
1652,3283,
1653,3284,
1654,3285,
1655,3286,
1656,3287,
1657,3288,
1658,3289,
1659,3291,
1660,3292,
1661,3294,
1662,3295,
1663,3300,3.0
1664,3301,
1665,3310,0.0
1666,3312,49505152.0
1667,3315,
1668,3317,
1669,3318,
1670,3320,
1671,3321,
1672,3322,
1673,3327,
1674,3329,
1675,3331,
1676,3332,
1677,3333,
1678,3337,
1679,3338,
1680,3339,
1681,3340,
1682,3341,
1683,3345,
1684,3348,
1685,3349,
1686,3350,
1687,3352,
1688,3355,144.0
1689,3356,
1690,3358,
1691,3360,
1692,3361,
1693,3362,
1694,3363,41755828744080.0
1695,3364,
1696,3365,
1697,3367,
1698,3368,
1699,3370,
1700,3371,
1701,3373,
1702,3374,
1703,3375,
1704,3379,
1705,3380,
1706,3382,
1707,3386,
1708,3390,
1709,3392,
1710,3397,
1711,3398,
1712,3399,
1713,3401,
1714,3402,
1715,3404,
1716,3406,
1717,3410,
1718,3412,3586.0
1719,3413,
1720,3414,
1721,3415,
1722,3417,
1723,3418,
1724,3422,4.0
1725,3423,
1726,3425,
1727,3427,
1728,3428,
1729,3430,
1730,3435,
1731,3437,
1732,3438,
1733,3440,
1734,3441,
1735,3443,
1736,3444,
1737,3448,
1738,3450,
1739,3451,
1740,3453,
1741,3454,
1742,3455,
1743,3456,
1744,3457,
1745,3458,
1746,3459,
1747,3461,
1748,3462,
1749,3465,
1750,3468,
1751,3469,90.0
1752,3470,
1753,3471,
1754,3473,
1755,3479,
1756,3483,
1757,3484,
1758,3490,
1759,3493,
1760,3495,
1761,3496,371687117.0
1762,3499,
1763,3500,13958643711.0
1764,3501,
1765,3502,
1766,3503,
1767,3504,
1768,3506,
1769,3510,
1770,3511,307682404.0
1771,3512,
1772,3515,
1773,3516,
1774,3520,
1775,3522,
1776,3523,
1777,3530,
1778,3532,
1779,3533,
1780,3534,
1781,3537,
1782,3539,1019047152611517.0
1783,3541,
1784,3542,
1785,3544,
1786,3547,
1787,3548,
1788,3552,
1789,3554,
1790,3555,-8709239239.0
1791,3556,
1792,3559,
1793,3560,
1794,3563,
1795,3565,
1796,3566,
1797,3567,
1798,3569,
1799,3572,
1800,3573,
1801,3574,
1802,3575,
1803,3576,2351.0
1804,3578,4026531840.0
1805,3579,
1806,3580,
1807,3581,
1808,3582,
1809,3583,
1810,3585,
1811,3586,
1812,3587,
1813,3589,
1814,3590,
1815,3594,
1816,3597,
1817,3598,14096.0
1818,3599,
1819,3604,
1820,3607,
1821,3612,
1822,3613,
1823,3616,
1824,3620,
1825,3625,
1826,3628,5.131091316053304e+16
1827,3629,
1828,3632,
1829,3634,
1830,3635,
1831,3638,
1832,3640,
1833,3643,
1834,3645,
1835,3647,
1836,3648,2174345.0
1837,3649,
1838,3650,
1839,3652,
1840,3653,1258710630400.0
1841,3655,
1842,3657,218.0
1843,3660,
1844,3661,
1845,3662,
1846,3669,
1847,3672,
1848,3673,
1849,3676,
1850,3678,
1851,3684,
1852,3685,
1853,3687,
1854,3691,
1855,3692,
1856,3696,
1857,3700,
1858,3702,
1859,3706,
1860,3710,
1861,3713,
1862,3714,
1863,3717,
1864,3720,
1865,3723,
1866,3724,
1867,3725,
1868,3726,
1869,3728,
1870,3730,
1871,3731,
1872,3732,
1873,3733,
1874,3737,
1875,3738,
1876,3740,
1877,3741,
1878,3743,
1879,3744,375.0
1880,3750,
1881,3752,
1882,3756,
1883,3761,
1884,3766,
1885,3768,
1886,3769,
1887,3770,
1888,3773,0.0
1889,3775,
1890,3776,
1891,3777,
1892,3778,
1893,3781,
1894,3785,
1895,3786,743865966796875.0
1896,3787,
1897,3793,
1898,3794,
1899,3796,
1900,3799,
1901,3800,
1902,3801,
1903,3802,
1904,3804,4467.0
1905,3805,
1906,3807,
1907,3808,
1908,3809,
1909,3810,
1910,3811,
1911,3812,
1912,3814,
1913,3815,
1914,3816,
1915,3817,
1916,3819,
1917,3820,
1918,3822,11257501249.0
1919,3823,
1920,3826,
1921,3827,
1922,3828,
1923,3830,
1924,3838,
1925,3839,
1926,3840,
1927,3841,
1928,3842,
1929,3843,
1930,3844,
1931,3850,
1932,3851,5.5139675836286586e+17
1933,3852,
1934,3854,
1935,3857,
1936,3858,
1937,3860,
1938,3862,
1939,3863,349954089588.0
1940,3864,
1941,3865,
1942,3866,
1943,3870,
1944,3876,
1945,3877,
1946,3878,
1947,3879,
1948,3880,
1949,3881,
1950,3882,
1951,3884,
1952,3891,
1953,3892,
1954,3896,
1955,3897,
1956,3898,
1957,3899,
1958,3901,
1959,3902,9.0
1960,3907,
1961,3908,
1962,3909,
1963,3912,
1964,3913,
1965,3914,
1966,3917,
1967,3918,
1968,3919,
1969,3925,
1970,3926,
1971,3932,
1972,3933,
1973,3935,
1974,3938,
1975,3940,-1.0
1976,3944,5224493626629357.0
1977,3945,
1978,3946,
1979,3947,
1980,3948,
1981,3953,
1982,3954,
1983,3956,
1984,3958,52205852195.0
1985,3961,
1986,3962,266830001.0
1987,3963,217.0
1988,3966,
1989,3969,
1990,3972,
1991,3975,4e+17
1992,3978,
1993,3984,
1994,3987,
1995,3989,
1996,3990,
1997,3992,
1998,3995,9565937.0
1999,3996,
2000,3999,
2001,4001,
2002,4004,
2003,4005,
2004,4006,
2005,4007,
2006,4009,17100.0
2007,4010,
2008,4011,
2009,4012,
2010,4015,
2011,4019,
2012,4020,
2013,4024,
2014,4025,
2015,4026,
2016,4027,
2017,4028,
2018,4030,
2019,4032,
2020,4034,
2021,4036,3001161291.0
2022,4039,12524.0
2023,4042,
2024,4047,3512968823.0
2025,4048,81614010974114.0
2026,4049,
2027,4050,0.0
2028,4052,
2029,4053,
2030,4055,
2031,4061,
2032,4062,0.0
2033,4065,
2034,4066,
2035,4067,
2036,4069,
2037,4070,192.0
2038,4073,
2039,4074,
2040,4075,
2041,4078,6.177685903879965e+17
2042,4080,
2043,4081,
2044,4083,
2045,4085,
2046,4088,
