,Id,recursion
617,1242,
618,1243,
619,1245,
620,1246,
621,1247,
622,1248,
623,1249,
624,1254,
625,1255,
626,1256,
627,1261,
628,1264,188296417.0
629,1266,
630,1267,
631,1268,
632,1269,
633,1271,
634,1273,
635,1277,
636,1281,
637,1284,
638,1285,
639,1286,
640,1287,
641,1293,
642,1296,
643,1297,
644,1298,
645,1299,
646,1304,
647,1305,
648,1306,
649,1308,
650,1311,
651,1312,
652,1313,
653,1314,
654,1318,
655,1324,
656,1326,
657,1330,
658,1336,
659,1338,
660,1341,
661,1342,
662,1344,
663,1345,
664,1346,
665,1347,
666,1348,
667,1350,
668,1351,
669,1353,
670,1356,
671,1357,
672,1358,
673,1363,
674,1371,
675,1376,
676,1378,
677,1379,
678,1382,
679,1384,
680,1386,486.0
681,1387,
682,1389,
683,1391,
684,1392,1694577218886.0
685,1393,
686,1396,
687,1399,
688,1400,
689,1403,
690,1404,
691,1406,164.0
692,1407,
693,1408,
694,1409,
695,1412,
696,1413,
697,1415,
698,1416,-13576460102465.0
699,1417,
700,1418,
701,1421,
702,1422,
703,1425,
704,1426,
705,1427,
706,1431,
707,1433,
708,1435,
709,1437,
710,1438,
711,1440,
712,1442,
713,1444,
714,1447,
715,1448,
716,1449,
717,1451,
718,1454,
719,1456,
720,1457,
721,1459,
722,1460,
723,1461,
724,1463,1232130.0
725,1467,
726,1469,
727,1476,
728,1477,
729,1478,
730,1479,
731,1486,104.0
732,1487,
733,1489,
734,1490,
735,1491,
736,1497,
737,1498,
738,1499,
739,1502,
740,1503,
741,1509,
742,1510,
743,1511,
744,1513,
745,1515,
746,1523,
747,1524,
748,1526,
749,1527,
750,1528,
751,1529,
752,1531,
753,1532,
754,1537,
755,1539,2217.0
756,1540,
757,1541,-31057775.0
758,1543,
759,1544,
760,1546,
761,1547,
762,1550,
763,1551,
764,1555,
765,1559,
766,1561,
767,1563,
768,1564,
769,1565,
770,1566,
771,1567,
772,1572,
773,1574,
774,1576,
775,1577,
776,1581,
777,1584,
778,1586,
779,1587,
780,1590,
781,1594,
782,1596,
783,1598,
784,1599,
785,1610,
786,1614,
787,1615,
788,1616,
789,1618,
790,1619,
791,1621,
792,1622,202585437.0
793,1624,
794,1627,
795,1628,
796,1631,
797,1632,
798,1633,
799,1637,
800,1638,
801,1643,
802,1645,
803,1646,
804,1647,
805,1648,
806,1650,
807,1652,
808,1653,
809,1654,
810,1655,
811,1657,
812,1661,
813,1662,
814,1663,
815,1668,
816,1670,
817,1672,
818,1674,15453.0
819,1675,
820,1677,
821,1678,
822,1680,
823,1681,
824,1684,
825,1685,
826,1686,3582.0
827,1687,
828,1688,
829,1692,
830,1696,
831,1697,
832,1698,
833,1699,
834,1700,
835,1701,
836,1702,0.0
837,1705,
838,1707,140.0
839,1708,
840,1709,
841,1710,
842,1713,
843,1714,
844,1716,
845,1717,
846,1720,
847,1721,
848,1722,
849,1723,
850,1727,
851,1729,
852,1730,
853,1731,
854,1734,
855,1737,
856,1740,
857,1741,0.0
858,1742,
859,1743,
860,1744,
861,1747,
862,1749,
863,1751,
864,1753,
865,1755,
866,1756,
867,1757,
868,1758,88574.0
869,1759,
870,1761,
871,1762,
872,1765,
873,1769,
874,1770,
875,1776,
876,1777,
877,1779,
878,1781,
879,1783,
880,1784,
881,1787,
882,1790,
883,1791,
884,1792,
885,1795,
886,1796,
887,1798,
888,1799,
889,1800,
890,1804,
891,1805,
892,1806,
893,1808,
894,1810,
895,1812,
896,1815,
897,1818,
898,1820,
899,1821,
900,1822,
901,1824,
902,1827,
903,1828,
904,1829,
905,1832,
906,1833,9894703.0
907,1835,
908,1839,
909,1841,1.894433960926957e+16
910,1842,
911,1844,
912,1849,1117173669768.0
913,1850,
914,1854,
915,1855,
916,1856,
917,1858,
918,1859,
919,1861,
920,1862,
921,1866,
922,1867,1.0
923,1868,
924,1873,
925,1874,
926,1875,
927,1876,
928,1877,
929,1880,
930,1882,
931,1883,
932,1884,
933,1886,2505.0
934,1887,
935,1888,
936,1891,
937,1895,176991240190.0
938,1897,
939,1901,
940,1903,
941,1904,
942,1905,
943,1906,
944,1909,
945,1913,
946,1918,
947,1920,
948,1921,
949,1923,
950,1925,
951,1928,
952,1933,
953,1934,
954,1942,
955,1945,
956,1947,
957,1951,
958,1953,
959,1955,
960,1956,
961,1958,
962,1959,
963,1963,178579807.0
964,1965,
965,1971,8008962525845.0
966,1974,
967,1975,
968,1979,
969,1982,
970,1984,5750463.0
971,1985,
972,1986,
973,1987,
974,1990,
975,1992,
976,1995,
977,1996,
978,1998,
979,2001,
980,2002,
981,2003,
982,2004,
983,2005,
984,2007,
985,2009,
986,2010,
987,2015,
988,2016,
989,2018,
990,2019,
991,2026,
992,2027,
993,2029,
994,2031,
995,2033,
996,2034,
997,2038,
998,2039,
999,2041,
1000,2042,
1001,2045,
1002,2049,
1003,2050,
1004,2051,
1005,2052,
1006,2053,
1007,2054,
1008,2056,
1009,2058,
1010,2061,
1011,2062,
1012,2064,
1013,2068,
1014,2069,
1015,2071,
1016,2073,
1017,2075,
1018,2079,
1019,2082,
1020,2084,
1021,2085,
1022,2087,
1023,2088,
1024,2090,
1025,2091,1.0
1026,2092,
1027,2094,
1028,2098,
1029,2099,
1030,2100,
1031,2101,
1032,2104,
1033,2106,
1034,2107,
1035,2109,
1036,2110,
1037,2112,17.0
1038,2114,8.0
1039,2115,4.0
1040,2118,
1041,2119,
1042,2120,26345.0
1043,2122,
1044,2125,
1045,2126,
1046,2128,
1047,2129,9572648.0
1048,2130,
1049,2134,56294995342133.0
1050,2135,
1051,2140,
1052,2141,
1053,2142,
1054,2145,
1055,2147,395444141299200.0
1056,2151,
1057,2152,
1058,2154,
1059,2156,
1060,2158,
1061,2159,
1062,2166,
1063,2167,
1064,2170,
1065,2172,
1066,2173,
1067,2175,
1068,2181,
1069,2183,
1070,2185,
1071,2186,
1072,2187,
1073,2188,
1074,2189,
1075,2190,258802713817.0
1076,2193,
1077,2194,
1078,2195,
1079,2196,
1080,2197,
1081,2200,
1082,2202,
1083,2205,
1084,2206,
1085,2209,
1086,2210,
1087,2212,
1088,2213,
1089,2216,
1090,2218,
1091,2219,
1092,2222,
1093,2223,
1094,2226,
1095,2232,
1096,2236,
1097,2238,
1098,2240,
1099,2243,
1100,2245,
1101,2247,
1102,2248,
1103,2249,
1104,2253,
1105,2254,
1106,2258,
1107,2261,
1108,2262,
1109,2263,
1110,2264,
1111,2267,
1112,2273,
1113,2274,
1114,2275,
1115,2279,
1116,2281,
1117,2282,
1118,2284,
1119,2285,
1120,2286,
1121,2287,
1122,2288,
1123,2289,
1124,2291,
1125,2294,
1126,2297,
1127,2299,
1128,2301,
1129,2302,
1130,2304,
1131,2307,
1132,2308,
1133,2314,
1134,2315,
1135,2317,
1136,2320,
1137,2322,
1138,2326,
1139,2327,
1140,2330,
1141,2335,402.0
1142,2338,
1143,2339,
1144,2342,
1145,2343,
1146,2344,
1147,2346,
1148,2347,
1149,2350,
1150,2351,
1151,2352,
1152,2353,
1153,2355,
1154,2359,
1155,2363,
1156,2364,
1157,2365,
1158,2367,
1159,2371,
1160,2372,
1161,2373,
1162,2374,
1163,2376,
1164,2377,
1165,2381,
1166,2382,
1167,2383,
1168,2384,
1169,2386,
1170,2389,246567192007241.0
1171,2390,
1172,2391,
1173,2393,
1174,2394,
1175,2400,
1176,2401,
1177,2402,
1178,2404,
1179,2405,
1180,2409,
1181,2410,75.0
1182,2415,
1183,2416,
1184,2417,
1185,2422,
1186,2426,
1187,2427,56.0
1188,2428,
1189,2429,
1190,2430,
1191,2431,
1192,2432,
1193,2433,
1194,2434,
1195,2436,
1196,2439,
1197,2445,102334151.0
1198,2448,741.0
1199,2453,
1200,2454,
1201,2456,
1202,2458,
1203,2462,
1204,2465,
1205,2466,
1206,2468,
1207,2469,
1208,2470,
1209,2471,
1210,2472,
1211,2473,
1212,2475,
1213,2476,
1214,2477,
1215,2478,
1216,2480,
1217,2481,1401935442782.0
1218,2482,
1219,2483,
1220,2484,
1221,2486,
1222,2487,
1223,2489,4.0
1224,2491,
1225,2492,
1226,2493,
1227,2496,
1228,2499,
1229,2500,166536977408.0
1230,2501,
1231,2502,7.006302246093749e+18
1232,2503,
1233,2508,
1234,2509,
1235,2511,
1236,2512,
1237,2513,
1238,2515,
1239,2516,
1240,2519,
1241,2522,
1242,2523,
1243,2524,
1244,2526,
1245,2529,
1246,2531,
1247,2532,
1248,2537,
1249,2538,
1250,2539,3446451386.0
1251,2541,16322989.0
1252,2543,
1253,2544,
1254,2545,
1255,2546,
1256,2548,
1257,2549,
1258,2550,1268274072276992.0
1259,2554,7784628225.0
1260,2558,
1261,2559,
1262,2560,
1263,2561,
1264,2563,
1265,2564,
1266,2566,2.279779037074629e+16
1267,2568,
1268,2572,0.0
1269,2573,
1270,2574,
1271,2575,
1272,2580,
1273,2581,
1274,2585,
1275,2590,
1276,2592,4.543067264428393e+16
1277,2593,
1278,2595,
1279,2596,1.0
1280,2598,264.0
1281,2599,
1282,2602,
1283,2605,
1284,2608,
1285,2609,
1286,2611,
1287,2612,
1288,2613,
1289,2617,
1290,2619,
1291,2620,
1292,2621,1701.0
1293,2622,1385073464128573.0
1294,2623,
1295,2625,
1296,2626,
1297,2628,2620797529.0
1298,2630,
1299,2631,
1300,2632,
1301,2634,
1302,2636,
1303,2641,
1304,2642,
1305,2643,
1306,2644,
1307,2645,
1308,2646,
1309,2647,
1310,2649,
1311,2650,
1312,2652,14440.0
1313,2653,
1314,2654,
1315,2657,
1316,2658,
1317,2663,
1318,2664,
1319,2665,49954191.0
1320,2666,
1321,2670,
1322,2671,
1323,2672,
1324,2673,
1325,2676,
1326,2678,
1327,2679,181.0
1328,2680,
1329,2681,
1330,2684,
1331,2686,
1332,2687,
1333,2689,
1334,2691,
1335,2694,
1336,2697,
1337,2698,
1338,2699,
1339,2700,
1340,2704,301.0
1341,2707,
1342,2708,
1343,2709,147.0
1344,2711,
1345,2714,
1346,2715,
1347,2716,
1348,2721,
1349,2722,
1350,2724,
1351,2725,582498755.0
1352,2727,
1353,2730,
1354,2731,
1355,2732,
1356,2734,
1357,2736,
1358,2738,
1359,2740,
1360,2742,-1.0
1361,2743,
1362,2745,
1363,2746,
1364,2747,
1365,2750,
1366,2751,
1367,2753,
1368,2755,
1369,2756,
1370,2757,
1371,2759,
1372,2760,
1373,2762,
1374,2763,
1375,2764,
1376,2766,
1377,2769,
1378,2770,
1379,2773,
1380,2776,
1381,2777,
1382,2778,
1383,2779,
1384,2781,
1385,2784,3704184.0
1386,2786,
1387,2790,77759.0
1388,2791,
1389,2793,536.0
1390,2794,
1391,2795,
1392,2796,
1393,2799,
1394,2801,
1395,2802,
1396,2803,
1397,2804,
1398,2805,
1399,2806,
1400,2808,121296.0
1401,2811,
1402,2812,
1403,2815,
1404,2817,
1405,2818,
1406,2819,
1407,2821,
1408,2825,
1409,2827,
1410,2828,
1411,2829,
1412,2834,
1413,2835,
1414,2838,
1415,2839,
1416,2840,
1417,2842,
1418,2846,
1419,2847,
1420,2849,
1421,2854,
1422,2859,
1423,2860,
1424,2861,
1425,2862,
1426,2864,
1427,2865,
1428,2869,
1429,2873,
1430,2874,
1431,2878,
1432,2880,
1433,2881,
1434,2882,
1435,2883,
1436,2884,
1437,2885,
1438,2887,87960930222080.0
1439,2889,
1440,2890,
1441,2891,1.49227974821384e+17
1442,2894,
1443,2897,
1444,2898,
1445,2899,
1446,2900,
1447,2901,
1448,2905,
1449,2910,
1450,2912,
1451,2913,
1452,2915,
1453,2916,7.166025021972707e+17
1454,2917,295969.0
1455,2920,8687.0
1456,2922,
1457,2924,
1458,2925,
1459,2926,
1460,2927,
1461,2929,8703.0
1462,2932,
1463,2935,8.494318116383112e+17
1464,2941,
1465,2943,
1466,2945,
1467,2946,
1468,2947,
1469,2948,
1470,2949,
1471,2953,
1472,2954,
1473,2957,
1474,2958,
1475,2960,
1476,2961,
1477,2968,
1478,2971,
1479,2975,
1480,2976,0.0
1481,2977,
1482,2978,
1483,2979,
1484,2982,
1485,2984,87960930222081.0
1486,2985,
1487,2987,
1488,2988,
1489,2990,
1490,2993,
1491,2997,
1492,2999,
1493,3001,
1494,3002,
1495,3006,
1496,3007,
1497,3009,
1498,3012,
1499,3013,
1500,3015,
1501,3017,
1502,3019,
1503,3020,
1504,3026,
1505,3030,
1506,3035,
1507,3036,
1508,3038,
1509,3039,
1510,3041,
1511,3044,
1512,3045,
1513,3046,
1514,3050,
1515,3051,
1516,3052,
1517,3056,
1518,3058,
1519,3059,631.0
1520,3063,
1521,3065,
1522,3066,
1523,3067,
1524,3070,
1525,3071,
1526,3076,
1527,3077,
1528,3081,
1529,3082,
1530,3085,
1531,3086,
1532,3087,
1533,3088,18.0
1534,3091,
1535,3096,
1536,3097,
1537,3098,
1538,3099,
1539,3101,
1540,3103,
1541,3104,
1542,3109,
1543,3110,
1544,3111,
1545,3113,
1546,3115,
1547,3117,
1548,3118,
1549,3119,
1550,3120,
1551,3121,
1552,3122,4.549023256493644e+18
1553,3130,
1554,3131,
1555,3132,
1556,3133,
1557,3136,
1558,3139,
1559,3140,
1560,3144,
1561,3149,
1562,3150,
1563,3153,
1564,3154,
1565,3155,
1566,3156,
1567,3157,
1568,3159,2187020050.0
1569,3163,
1570,3166,
1571,3167,
1572,3169,
1573,3171,33154114877520.0
1574,3174,
1575,3179,
1576,3180,
1577,3181,
1578,3183,
1579,3184,
1580,3187,
1581,3188,
1582,3189,
1583,3193,941093.0
1584,3197,
1585,3198,
1586,3199,
1587,3200,
1588,3201,
1589,3202,
1590,3206,
1591,3208,
1592,3209,
1593,3212,
1594,3213,
1595,3214,
1596,3215,
1597,3220,
1598,3222,
1599,3223,
1600,3224,
1601,3226,
1602,3228,
1603,3229,
1604,3231,
1605,3233,1270932914166.0
1606,3234,
1607,3236,
1608,3237,
1609,3238,
1610,3239,
1611,3241,
1612,3242,38.0
1613,3245,
1614,3246,
1615,3247,
1616,3249,3.8703897827108454e+17
1617,3250,1.1398895182897042e+16
1618,3251,
1619,3252,
1620,3254,
1621,3257,
1622,3258,
1623,3261,
1624,3264,
1625,3265,
1626,3272,
1627,3274,
1628,3276,
1629,3280,44.0
1630,3290,
1631,3293,
1632,3296,
1633,3297,
1634,3298,
1635,3299,
1636,3302,
1637,3303,
1638,3304,
1639,3305,
1640,3306,
1641,3307,
1642,3308,
1643,3309,
1644,3311,
1645,3313,
1646,3314,
1647,3316,
1648,3319,
1649,3323,
1650,3324,
1651,3325,
1652,3326,
1653,3328,
1654,3330,
1655,3334,
1656,3335,
1657,3336,
1658,3342,256.0
1659,3343,
1660,3344,
1661,3346,
1662,3347,
1663,3351,
1664,3353,846.0
1665,3354,
1666,3357,
1667,3359,
1668,3366,
1669,3369,
1670,3372,
1671,3376,
1672,3377,
1673,3378,
1674,3381,
1675,3383,
1676,3384,
1677,3385,536854528.0
1678,3387,
1679,3388,
1680,3389,
1681,3391,
1682,3393,
1683,3394,
1684,3395,
1685,3396,692.0
1686,3400,
1687,3403,
1688,3405,
1689,3407,
1690,3408,
1691,3409,
1692,3411,
1693,3416,
1694,3419,
1695,3420,
1696,3421,2.0
1697,3424,
1698,3426,
1699,3429,
1700,3431,
1701,3432,
1702,3433,
1703,3434,
1704,3436,
1705,3439,
1706,3442,
1707,3445,
1708,3446,
1709,3447,
1710,3449,
1711,3452,
1712,3460,
1713,3463,
1714,3464,
1715,3466,
1716,3467,
1717,3472,
1718,3474,
1719,3475,
1720,3476,4287.0
1721,3477,
1722,3478,
1723,3480,
1724,3481,7.0
1725,3482,
1726,3485,
1727,3486,
1728,3487,
1729,3488,
1730,3489,
1731,3491,
1732,3492,
1733,3494,
1734,3497,
1735,3498,
1736,3505,
1737,3507,
1738,3508,
1739,3509,3758096384.0
1740,3513,3370.0
1741,3514,
1742,3517,
1743,3518,
1744,3519,
1745,3521,
1746,3524,
1747,3525,
1748,3526,
1749,3527,
1750,3528,
1751,3529,
1752,3531,
1753,3535,
1754,3536,
1755,3538,6531893843049.0
1756,3540,
1757,3543,
1758,3545,
1759,3546,
1760,3549,
1761,3550,
1762,3551,
1763,3553,
1764,3557,
1765,3558,
1766,3561,
1767,3562,
1768,3564,
1769,3568,
1770,3570,
1771,3571,
1772,3577,
1773,3584,
1774,3588,
1775,3591,
1776,3592,
1777,3593,
1778,3595,
1779,3596,
1780,3600,
1781,3601,
1782,3602,
1783,3603,
1784,3605,
1785,3606,
1786,3608,
1787,3609,
1788,3610,
1789,3611,
1790,3614,1.0999999999999946e+17
1791,3615,
1792,3617,
1793,3618,
1794,3619,
1795,3621,
1796,3622,
1797,3623,
1798,3624,
1799,3626,
1800,3627,
1801,3630,
1802,3631,
1803,3633,
1804,3636,
1805,3637,
1806,3639,
1807,3641,
1808,3642,
1809,3644,
1810,3646,2055664161561919.0
1811,3651,
1812,3654,
1813,3656,10779553536580.0
1814,3658,
1815,3659,
1816,3663,
1817,3664,
1818,3665,
1819,3666,
1820,3667,
1821,3668,
1822,3670,76069501249.0
1823,3671,
1824,3674,
1825,3675,
1826,3677,
1827,3679,
1828,3680,
1829,3681,
1830,3682,
1831,3683,
1832,3686,
1833,3688,
1834,3689,
1835,3690,
1836,3693,
1837,3694,
1838,3695,
1839,3697,
1840,3698,
1841,3699,
1842,3701,
1843,3703,375299968947548.0
1844,3704,182717549872.0
1845,3705,
1846,3707,
1847,3708,
1848,3709,
1849,3711,
1850,3712,1.0
1851,3715,
1852,3716,
1853,3718,
1854,3719,475219625.0
1855,3721,2.0
1856,3722,
1857,3727,
1858,3729,
1859,3734,
1860,3735,
1861,3736,
1862,3739,
1863,3742,
1864,3745,
1865,3746,
1866,3747,
1867,3748,
1868,3749,
1869,3751,
1870,3753,
1871,3754,
1872,3755,
1873,3757,2147483648.0
1874,3758,
1875,3759,4794438742249608.0
1876,3760,
1877,3762,
1878,3763,
1879,3764,
1880,3765,
1881,3767,4115.0
1882,3771,
1883,3772,
1884,3774,
1885,3779,
1886,3780,
1887,3782,
1888,3783,
1889,3784,
1890,3788,
1891,3789,
1892,3790,
1893,3791,
1894,3792,
1895,3795,
1896,3797,
1897,3798,
1898,3803,
1899,3806,
1900,3813,
1901,3818,407.0
1902,3821,
1903,3824,
1904,3825,
1905,3829,
1906,3831,
1907,3832,
1908,3833,
1909,3834,
1910,3835,
1911,3836,
1912,3837,
1913,3845,
1914,3846,
1915,3847,
1916,3848,
1917,3849,
1918,3853,
1919,3855,
1920,3856,
1921,3859,
1922,3861,
1923,3867,
1924,3868,
1925,3869,
1926,3871,
1927,3872,-2.0
1928,3873,
1929,3874,
1930,3875,
1931,3883,
1932,3885,
1933,3886,
1934,3887,
1935,3888,
1936,3889,
1937,3890,
1938,3893,
1939,3894,
1940,3895,
1941,3900,
1942,3903,
1943,3904,
1944,3905,
1945,3906,
1946,3910,
1947,3911,
1948,3915,
1949,3916,4294967297.0
1950,3920,
1951,3921,
1952,3922,
1953,3923,
1954,3924,
1955,3927,
1956,3928,
1957,3929,
1958,3930,
1959,3931,
1960,3934,
1961,3936,
1962,3937,
1963,3939,
1964,3941,
1965,3942,
1966,3943,
1967,3949,
1968,3950,4419660881.0
1969,3951,
1970,3952,
1971,3955,
1972,3957,
1973,3959,
1974,3960,
1975,3964,
1976,3965,
1977,3967,
1978,3968,6060.0
1979,3970,
1980,3971,
1981,3973,
1982,3974,
1983,3976,
1984,3977,
1985,3979,
1986,3980,
1987,3981,2592.0
1988,3982,
1989,3983,
1990,3985,
1991,3986,
1992,3988,
1993,3991,
1994,3993,
1995,3994,
1996,3997,
1997,3998,
1998,4000,78176338.0
1999,4002,
2000,4003,
2001,4008,
2002,4013,
2003,4014,
2004,4016,
2005,4017,
2006,4018,
2007,4021,
2008,4022,0.0
2009,4023,
2010,4029,
2011,4031,
2012,4033,
2013,4035,
2014,4037,
2015,4038,
2016,4040,
2017,4041,
2018,4043,
2019,4044,
2020,4045,
2021,4046,
2022,4051,
2023,4054,180.0
2024,4056,
2025,4057,
2026,4058,
2027,4059,
2028,4060,
2029,4063,
2030,4064,
2031,4068,
2032,4071,
2033,4072,
2034,4076,
2035,4077,
2036,4079,
2037,4082,
2038,4084,
2039,4086,
2040,4087,
2041,4090,
2042,4093,
2043,4095,
2044,4097,
2045,4098,
2046,4099,
2047,4100,
2048,4101,
2049,4103,
2050,4105,
2051,4106,
2052,4107,
2053,4109,96.0
2054,4110,
2055,4111,
2056,4113,
2057,4117,
2058,4119,
2059,4120,
2060,4122,
2061,4123,
2062,4126,
2063,4128,
2064,4129,
2065,4130,
2066,4137,
2067,4140,
2068,4141,
2069,4142,
2070,4146,
2071,4147,-1906399371246.0
2072,4148,
